KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		1	Q3251896	Minister of Transport (France)	pierrelaval, elisabethborne, emileloubet, nicolassarkozy, bernardpons, paulquiles, yvesguena, renemayer, julesmoch, louisbarthou	0,01	human	83	0,61	2	0,02	-87,42	
		1	Q6629514	P600 mountains in the British Isles	bennevis, snowdon, munro, helvellyn, penyfan, scafellpike, benlomond, thestorr, benmacdui, lochnagar	0,006	mountain	135	0,69	12	0,09	-87,93	
		1	Q8954124	Minister of Finance (Norway)	sivjensen, jensstoltenberg, oscartorp, ottoblehr, gunnarjahn, perkleppe, gunnarberge, trygvebratteli, arneskauge, gunnarknudsen	0,008	human	147	0,57	1	0,01	-87,94	
		1	Q6443179	Association football clubs established in 1907	alahlysc, realbetis, atalantabc, veneziafc, como1907, fcaugsburg, cfrcluj, spal, portvalefc, fenerbahcesk	0,004	association football club	132	0,94	15	0,11	-88,21	
		1	Q8272263	Association football clubs established in 1903	aberdeenfc, boavistafc, uscremonese, vvvvenlo, dundalkfc, cfbadalona, atleticomadrid, eastfifefc, clubguarani, hellasveronafc	0,006	association football club	113	0,9	10	0,09	-88,21	
		1	Q6436262	Association football clubs established in 1904	slbenfica, ogcnice, scfreiburg, fcschalke04, hullcityafc, kvmechelen, kvoostende, ifelfsborg, gyrietofc, pogonlwow	0,008	association football club	119	0,9	11	0,09	-88,21	
		3	Q1862824	Open-source video games	osu, 2048, postal, rogue, nethack, 0ad, arxfatalis, openttd, systemshock, freeciv	0,002	free and open-source video game, video game	317	0,45	69	0,32	-90,6	
		1	Q7929263	Vijayakanth filmography	ramanaa, perarasu, chatriyan, maayavi, narasimha, vetri, periyanna, engalanna, vallarasu, thavasi	0,008	film	133	0,86	11	0,08	-90,65	
		1	Q1130035	Compositions by György Ligeti	luxaeterna, requiem, atmospheres, continuum, artikulation, legrandmacabre, violasonata, musicaricercata, ramifications, pianoconcerto	0,004	musical work/composition	68	0,79	6	0,18	-90,81	
		1	Q23938084	Sebastian Roché on screen and stage	beowulf, safehouse, shortfilm, merlin, 6underground, 15minutes, thenamesake, earthsea, wer, 24redemption	0,012	film	37	0,27	15	0,41	-91,14	
		1	Q6592785	Old Abingdonians	johnlennon, tobyjones, thomyorke, kityoung, tomhollander, edobrien, nigelbruce, tobymarlow, thomasdolby, wayneyip	0,01	human	212	0,7	23	0,11	-91,27	
		1	Q6852040	Military Governors in Nigeria during the Ibrahim Babangida regime	davidmark, bodegeorge, rajirasaki, muhammadubuhari, mikeakhigbe, godwinabbe, chrisalli, idrisgarba, tunjiolurin, ibrahimbabangida	0,008	human	70	0,6	3	0,04	-92,15	
		1	Q14445105	Turkish women's volleyball players	zehragunes, nazaydemir, edaerdem, meryemboz, cansuozbay, handebaladn, kubraakman, tugbaozay, lkinaydn, beyzaarc	0,01	human	129	1	1	0,01	-93,09	
		1	Q30675027	Debashree Roy filmography	dadarkirti, lathi, yuddho, abaidha, tiger, mahaguru, debi, kuheli, troyee, unisheapril	0,008	film	56	0,55	7	0,13	-93,15	
		1	Q22906472	People from Brahmanbaria	nurulamin, alamgir, sufiakamal, ghulamazam, oliahad, isakhan, sarifulrazz, almahmud, barobhuiyan, anisulhuq	0,01	human	116	0,51	6	0,05	-94,95	
		1	Q18344695	Priyadarshan filmography	herapheri, citylights, hungama2, deewaar, frenchkiss, chupchupke, bhagambhag, hungama, hulchul, kyonki	0,012	film	155	0,69	28	0,18	-95,25	
		1	Q7068160	Writers from Georgia (country)	vazhapshavela, nodardumbadze, akakitsereteli, tigranpetrosian, otarchiladze, nikonikoladze, giorgileonidze, nikolomouri, lashabugadze, ivanemachabeli	0,01	human	53	0,98	0	0	-95,31	
		4	Q1543386	Mountains of the Alps over 4000 metres	montblanc, elbrus, matterhorn, mountelbrus, jungfrau, pizbernina, dom, weisshorn, monch, breithorn	0,01	mountain	173	0,43	12	0,12	-95,46	
		1	Q6620130	Films shot on digital video prior to 2015	avatar, gonegirl, apocalypto, drive, margincall, zodiac, intime, collateral, sincity, contagion	0,0115	film	188	0,58	95	0,51	-95,56	
		1	Q115197323	The 100 Greatest Films of Argentine Cinema	lacienaga, laflor, camila, zama, martin, nuevereinas, evaperon, moebius, elaura, platadulce	0,01	film, cinema of Argentina	135	0,37	17	0,13	-95,74	
		0	Q631452	Picasso artworks 1911–1920	guernica, genius, lereve, lavie, pulcinella, modigliani, parade, donquixote, dove, girlonaball	0,004	work of art	101	0,51	26	0,27	-95,81	
		4	Q785015	Picasso artworks 1921–1930	guernica, genius, lereve, lavie, pulcinella, modigliani, parade, donquixote, dove, girlonaball	0,006	work of art	99	0,59	26	0,27	-95,81	
		1	Q5114235	Turn-based strategy video games	gachagame, actiongame, mule, worms, freeciv, hogsofwar, worms3d, kingsbounty, civilization, worms2	0,008	video game	308	0,5	39	0,13	-96,15	
		1	Q56289909	Programming broadcast by Colors Rishtey	naagin, soapopera, biggboss, askmemnu, motupatlu, ramayan, uttaran, gameshow, realityshow, balikavadhu	0,004	television program	119	0,68	20	0,17	-96,56	
		1	Q7602870	19th-century archaeologists	howardcarter, thomasyoung, arthurevans, georgesmith, johnmarshall, theodormommsen, gastonmaspero, alexanderpol, hormuzdrassam, flinderspetrie	0,006	human	83	1	3	0,04	-97,05	
		1	Q7176197	Peter O'Toole on screen and stage	troy, stardust, caligula, ratatouille, supergirl, zuludawn, cristiada, becket, kingralph, phantoms	0,006	film	72	0,5	28	0,39	-97,8	
		1	Q8489581	German children's television series	lowenzahn, druck, silas, timmthaler, anna, mino, jackholborn, hotel13, nesthakchen, viergegenz	0,01	television series	91	0,92	11	0,12	-98,05	
		1	Q6096776	Shashi Kapoor, roles and awards	deewaar, silsila, kranti, awaara, shaan, waqt, trishul, jinnah, ajooba, utsav	0,012	film	134	0,62	33	0,25	-98,63	
		1	Q8966848	Painters from Georgia (country)	nikopirosmani, avtovarazi, zurabtsereteli, giabugadze, davidkakabadze, gigogabashvili, ladogudiashvili, shalvakikodze, eleneakhvlediani, uchajaparidze	0,01	human	57	0,44	0	0	-98,72	
		1	Q7691564	Fictional counts and countesses	laracroft, countdooku, athos, alucard, countorlok, countdracula, tracybond, janeporter, dracula, countparis	0,004	fictional character	45	0,74	15	0,34	-99,17	
		1	Q15102072	Single-player video games	godofwar, thequarry, stray, persona5, untildawn, thesims4, scorn, spiderman, undertale, starfield	0,008	video game	7407	0,99	1693	0,23	-99,81	
		1	Q96391584	Major Sundarrajan filmography	jurassicpark, iruvar, billa, guru, priya, jaihind, kaali, thee, bhadrakali, velai	0,01	film	198	0,72	20	0,1	-100,04	
		2	Q8122926	18th-century Spanish people	franciscogoya, juancrespi, pedrofages, felipedeneve, rafaelcasanova, juanrivera, franciscopalou, gaspardeportola, marialuisaofspain, brunodeheceta	0,008	human	105	1	2	0,02	-100,75	
		1	Q60776334	Parambrata Chatterjee filmography	bulbbul, kahaani, pari, traffic, zulfiqar, password, sold, bony, proloy, kadambari	0,002	film	71	0,55	14	0,2	-101,23	
		1	Q85851261	Programs broadcast by Jetix (block)	spiderman, gargoyles, witch, medabots, pucca, kidvskat, yinyangyo, kidswb, ironman, shinzo	0,006	television program	59	0,69	19	0,32	-101,52	
		1	Q6712597	M. G. Ramachandran filmography	adimaipenn, romanticcomedy, kalaiarasi, padagotti, namnaadu, meera, olivilakku, marmayogi, nallaneram, enannan	0,006	film	137	0,66	10	0,07	-102,13	
		1	Q7322538	Sturmabteilung personnel	paulblobel, kurthdebus, ottorasch, hermsniel, rudolflange, ulrichgraf, ludwighahn, ottowachter, karlfrenzel, gustavwagner	0,01	human	173	1	2	0,01	-102,27	
		4	Q6634956	Private-equity firms	wellsfargo, bnpparibas, ubsag, ubscapital, citigroup, axa, investcorp, 3gcapital, abnamro, lazard	0,012	business	310	0,61	180	0,59	-102,53	
		2	Q9256463	21st-century Italian writers	kledikadiu, orianafallaci, robertobenigni, mariocervi, marellaagnelli, marziakjellberg, ninofilasto, luigigiussani, ambrogiofogar, cesaresalvi	0,006	human	79	1	3	0,04	-104,12	
		1	Q6629687	Municipalities of Denmark (1970–2006)	copenhagen, arhus, odense, aalborg, alborg, esbjerg, elsinore, helsingor, sonderborg, silkeborg	0,01	city, municipality of Denmark	212	0,58	17	0,08	-105,43	
		1	Q6612828	Compositions by Henri Vieuxtemps	dongiovanni, faust, ernani, yankeedoodle, oberon, halka, leprophete, luisamiller, lafricaine, ilpirata	0,006	musical work/composition	25	0,27	8	0,32	-105,67	
		4	Q83644707	UK Albums Chart number ones of the 2020s	midnights, folklore, donda, xxv, evermore, red, dawnfm, sour, herloss, renaissance	0,01	album	145	0,31	62	0,46	-105,68	
		4	Q9239290	16th-century German painters	albrechtdurer, hansbaldung, berntnotke, hansdurer, janpolack, jergratgeb, georgpencz, wolfhuber, masterms, sebaldbeham	0,008	human	89	0,99	3	0,03	-105,95	
		3	Q6335007	Korean-language films	parasite, oldboy, hwangjinyi, burning, thehost, themedium, mother, thechaser, theclassic, midnight	0,001	film	828	0,67	243	0,3	-106,82	
		3	Q660720	German-language films	downfall, dasboot, thewave, freaks, shortfilm, runlolarun, thetindrum, headon, mephisto, stroszek	0,01	film	138	0,76	30	0,22	-106,82	
		1	Q6620120	Films shot in Riverside, California	onthebeach, nixon, thelovebug, realgenius, eagleeye, grandprix, buddybuddy, vibes, jetpilot, winning	0,004	film	31	0,24	15	0,48	-107,2	
		1	Q8439809	Czech anti-communists	karelcapek, janpalach, vaclavhavel, jaromirjagr, emilhacha, karelkryl, janzajic, josefkorbel, radolagajda, janacerna	0,012	human	49	0,94	3	0,06	-107,29	
		1	Q970953	Greek-language television channels	euronews, mtv, boomerang, babytv, eurosport1, fashiontv, ertworld, opentv, megachannel, bbcworldnews	0,012	television channel	53	0,25	19	0,38	-107,82	
		1	Q925342	Freeware first-person shooters	quake, doom3, mod, crossfire, quake3, quake2, pointblank, marathon, dukenukem3d, kkrieger	0,004	video game	67	0,4	22	0,33	-108,01	
		1	Q3833689	Best-selling albums in Italy	thriller, bad, dangerous, rayoflight, trueblue, harvest, likeavirgin, likeaprayer, aquarium, thelionking	0,012	album	63	0,38	27	0,44	-108,23	
		1	Q6593647	Pashto-language poets	ghanikhan, rahmanbaba, pirroshan, anashaqqani, hamzababa, mirwaishotak, nazotokhi, nazooanaa, tahirdawar, hussainhotak	0,01	human	91	0,39	2	0,03	-108,93	
		1	Q6849526	Japan-exclusive video games	durarara, tsukihime, muvluv, amagami, mother3, rapelay, air, cue, kanon, akakage	0,01	video game	1567	0,86	135	0,09	-109,02	
		3	Q6601085	UK Independent Singles Chart number ones of 2001	mambono5, imaslave4u, lastnite, pluginbaby, thecall, hotelyorba, dreamon, hypermusic, stutter, buckrogers	0,002	single	25	0,25	16	0,64	-109,35	
		4	Q7448174	Self-portraits by Rembrandt	danae, thenightwatch, flora, artemisia, lucretia, themill, slaughteredox, thejewishbride, headofchrist, minerva	0,008	painting	125	0,47	10	0,09	-112,09	
		1	Q25318764	Upcoming Tamil-language films	indian2, jailer, ayalaan, andhagan, leo, borrder, parisparis, theroad, sumo, vanangaan	0,01	film	22	0,96	6	0,27	-113,28	
		1	Q6956308	N. T. Rama Rao filmography	epicfilm, mayabazar, fantasyfilm, karnan, lavakusa, missamma, yugandhar, yamagola, intiguttu, malliswari	0,01	film	280	0,75	18	0,06	-113,67	
		1	Q7979209	Burials at Bogoslovskoe Cemetery	viktortsoi, ricochet, yurigerman, kirilllavrov, leonorbeli, vitalybianki, lidiaklement, evgenyschwartz, levuspensky, josephorbeli	0,012	human	75	0,99	3	0,04	-115,26	
		1	Q6620001	Films cut over the director's opposition	dune, alien3, caligula, brazil, freaks, 1941, eroticfilm, babylonad, nightbreed, eventhorizon	0,01	film	30	0,31	16	0,53	-115,28	
		1	Q14192016	Web browsers for Unix and Unix-like operating systems	firefox, brave, safari, opera, chromium, googlechrome, vivaldi, mosaic, vmsmosaic, alynx	0,006	web browser	126	0,39	61	0,51	-117,11	
		1	Q9079653	Populated places in Šibenik-Knin County	sibenik, knin, primosten, skradin, drnis, cavoglave, rogoznica, kistanje, tisno, pirovac	0,008	human settlement	74	0,94	3	0,04	-117,77	
		1	Q11560547	Ships of the Chinese Navy (1644–1945)	frigate, destroyer, cruiser, corvette, patrolboat, ironclad, sloopofwar, gunboat, eboat, dredger	0,012	ship	85	0,42	11	0,13	-118,12	
		1	Q6562463	Assamese-language poets	sankardev, madhavdeva, bhattadev, hembarua, rudrasingha, mahimbora, hirengohain, hemsaraswati, madhavkandali, ganeshgogoi	0,01	human, Malayalam	45	0,79	0	0	-118,14	
		1	Q8766555	Songs written by Jean-Jacques Goldman	aicha, labas, jetedonne, envolemoi, pastoi, destin, jeluidirai, nuit, cestdit, jattendais	0,008	song	24	0,65	4	0,17	-118,17	
		5	Q6626703	Longest-running American television series	friends, doctorwho, ncis, shameless, familyguy, southpark, thexfiles, bones, columbo, laworder	0,01073333333	television program	513	0,56	246	0,48	-119,63	
		1	Q17067937	Chief ministers of Khyber Pakhtunkhwa	shahfarman, fazlehaq, mahmoodkhan, muftimahmud, pirsabirshah, parvezkhattak, hajighulamali, arifbangash, abdulqayyumkhan, shamsulmulk	0,004	human	51	0,65	0	0	-119,99	
		1	Q6589099	Malayalam-language authors	onvkurup, kumaranasan, nnpillai, kunjunni, mmukundan, ovvijayan, shareesh, narayanaguru, akkitham, kvthomas	0,006	human	180	0,95	9	0,05	-120,23	
		1	Q791036	Compositions by Béla Bartók	mikrokosmos, dancesuite, outofdoors, contrasts, kossuth, suiteop14, forchildren, sonatina, pianosonata, rhapsodyno1	0,012	musical work/composition	95	0,75	7	0,11	-120,45	
		1	Q8226047	Afrikaans-language films	invictus, cryfreedom, gaia, tsotsi, endgame, sealteam, khumba, moffie, stander, skoonheid	0,008	film	105	0,39	30	0,34	-120,63	
		1	Q6593240	Self-booting IBM PC compatible games	pacman, donkeykong, mspacman, frogger, digdug, loderunner, galaxian, centipede, mule, burgertime	0,008	video game	155	0,29	62	0,4	-121,29	
		1	Q5378150	English-language Indian films	gandhi, silentfilm, soundfilm, black, thefall, hotelmumbai, kites, delhibelly, water, fire	0,008	film	216	0,73	45	0,24	-121,62	
		4	Q3254997	Paintings by Pierre-Auguste Renoir	twosisters, thebathers, laloge, theswing, insummer, lise, femalenude, nude, lepontneuf, pinkandblue	0,012	painting	107	0,26	11	0,18	-121,68	
		1	Q651642	Communes of the Maine-et-Loire department	nantes, angers, lemans, antoigne, saumur, cholet, lavalmayenne, montsoreau, trelaze, vaudelnay	0,002	commune of France	181	0,55	9	0,05	-122,02	
		1	Q651662	Communes of the Indre-et-Loire department	orleans, tours, bourges, chartres, blois, amboise, chinon, chateauroux, loches, montresor	0,01	commune of France	277	0,64	24	0,09	-122,02	
		1	Q6632333	People from Charlottesville, Virginia	roblowe, samshepard, sarahdrew, howielong, jamesmonroe, chrislong, camilamendes, jamesmadison, leroimoore, johnsmosby	0,01	human	159	0,66	18	0,12	-123,38	
		1	Q106203588	Ilija (given name)	ilijaivic, ilijastolica, ilijabatljan, ilijaivezic, ilijababalj, ilijastanic, ilijakatic, ilijatrojanow, ilijapetkovic, ilijanajdoski	0,01	human, human	45	0,79	1	0,02	-123,51	
		1	Q1621142	Velikite Balgari	babavanga, azis, ivanvazov, kubrat, vasillevski, elinpelin, hristobotev, johnofrila, liliivanova, ahmeddogan	0,006	human	98	0,63	8	0,08	-124,19	
		1	Q24988641	Films directed by S. V. Krishna Reddy	yamaleela, vajram, yamaleela2, numberone, aahvaanam, subhalagnam, tophero, mayalodu, gunshot, bahumati	0,006	film	35	1	5	0,14	-124,88	
		1	Q7705550	Cities in Sistan and Baluchestan Province	zahedan, chabahar, zabol, khashiran, mirjaveh, saravaniran, nikshahr, bampur, rasksarbaz, pishiniran	0,008	city of Iran	36	0,8	3	0,08	-125,1	
		1	Q6594490	Portuguese-language films	cityofgod, rio, anaconda, loveactually, turistas, trash, carandiru, theninthgate, ronaldo, tropadeelite	0,006	film	47	0,55	14	0,3	-125,24	
		1	Q7132896	Compositions by Frédéric Chopin by opus number	dongiovanni, balladeno1, balladeno4, barcarole, barcarolle, minutewaltz, nocturnesop9, berceuse, scherzono2, balladeno2	0,01	musical work/composition	149	0,58	5	0,04	-125,28	
		1	Q6604278	World Championships medalists in wrestling (freestyle)	kurtangle, yoelromero, kylesnyder, jdencox, kyledake, tahaakgul, dangable, davidtaylor, daveschultz, markschultz	0,012	human, athlete	678	0,73	17	0,03	-127,53	
		1	Q6323160	K. Balachander filmography	kuselan, duet, azhagan, rudraveena, poi, kalki, arangetram, avargal, aaina, kadhalvirus	0,008	film	100	0,74	4	0,04	-127,87	
		1	Q6376436	F.C. Aboomoslem players	rezaenayati, alimousavi, maysambaou, pejmanjamshidi, alilatifi, adnanahmed, khodadadazizi, shahabgordan, alihanteh, miladnouri	0,008	human	94	1	4	0,04	-129,43	
		1	Q6616192	Diamond-certified albums in Canada	abbeyroad, thriller, thewall, rumours, nevermind, metallica, dookie, letgo, trueblue, hysteria	0,012	album	102	0,3	62	0,64	-130,43	
		1	Q4810743	Khagans of the Göktürks	kultigin, bilgaqaan, khatun, tonyukuk, istami, buminqaghan, bilgeqaghan, tardu, muqanqaghan, shibikhan	0,008	human	80	0,51	3	0,04	-130,47	
		1	Q236440	Communes of the Bouches-du-Rhône department	marseille, nice, avignon, arles, toulon, cassis, martigues, aubagne, laciotat, tarascon	0,008	commune of France	124	0,46	19	0,15	-131,23	
		1	Q392450	Communes of the Loire-Atlantique department	nantes, angers, lemans, pornic, clisson, guerande, pornichet, reze, lecroisic, saintnazaire	0,01	commune of France	211	0,58	19	0,09	-131,23	
		1	Q6576337	LMS locomotives as of 31 December 1947	462, 462t, 440, 460, 060, 060de, 060st, 060t, 280, 040st	0,01	locomotive	142	0,76	11	0,08	-131,43	
		1	Q8415247	English-language television stations in the United States	hbo, take2, cnn, foxnews, mtv, amc, shobet, showtime, disneyxd, msnbc	0,006	television station	102	0,4	71	0,7	-136,65	
		1	Q7780576	Paintings by J. M. W. Turner	theslaveship, therigi, fishermenatsea, whalers, selfportrait, thegoldenbough, thefightingtemeraire, chichestercanal, thebeaconlight, dolbadarncastle	0,006	painting	98	0,47	3	0,06	-138,03	
		1	Q6625288	LGBT-related films of 1982	tootsie, querelle, deathtrap, makinglove, liquidsky, lacolmena, partners, anotherway, thetrout, angel	0,006	film	20	0,06	10	0,5	-143,5	
		1	Q743727	Communes of the Pyrénées-Orientales department	toulouse, perpignan, nimes, albi, montpellier, carcassonne, cahors, montauban, rodez, collioure	0,012	commune of France	255	0,47	24	0,09	-145,05	
		1	Q6639485	Silent films released on 8 mm or Super 8 mm film	nosferatu, silentfilms, safetylast, intolerance, thegoldrush, zapruderfilm, featurefilms, wayoutwest, speedy, waydowneast	0,012	film	42	0,57	15	0,37	-146,04	
		1	Q10060986	Resovia (volleyball) players	davidsmith, bartoszkurek, michalfilip, karolbutryn, toreydefalco, kawikashoji, samderoo, pawelpapke, mateuszmika, maciejmuzaj	0,008	human	96	1	4	0,04	-152,46	
		1	Q23196974	2000s Hindi-language films	3idiots, omshantiom, devdas, kalhonaaho, ghajini, lagaan, veerzaara, terenaam, mainhoonna, swades	0,012	film	971	0,99	266	0,28	-153,25	
		1	Q23196973	2010s Hindi-language films	dangal, war, drishyam, lion, padmaavat, saaho, kabirsingh, ekvillain, zero, dilwale	0,012	film	1314	0,98	319	0,24	-153,25	
		1	Q24898498	Film scores by Ilaiyaraaja 2000s	heyram, nayakan, virumaandi, pithamagan, friends, paa, lajja, cheenikum, ramanaa, kasi	0,002	film	80	0,52	14	0,18	-155,39	
		1	Q24898474	Film scores by Ilaiyaraaja 1970s	priya, annakkili, yugandhar, bairavi, bhadrakali, kavikkuyil, kavarimaan, dheepam, thyagam, poonthalir	0,01	film	51	0,53	3	0,06	-155,39	
